Title	Content	category
Bortolami predicts dour contest	"Italy skipper Marco Bortolami believes Saturday's Six Nations contest against Scotland will be a scrappy encounter.

With both sides looking for their first win of the championship, the third-round game at Murrayfield has been billed as a wooden-spoon decider. And Bortolami feels the Edinburgh contest could end up being a bruising battle of the packs. ""It will not be a pretty game because both teams are desperate to gain their first win,"" said the lock forward. Italy have only recorded three wins since they joined the Six Nations in 2000, but two of those have come against Scotland. This year, Italy opened up with a stubborn display against Ireland but ended up losing 28-17.

However, they were thoroughly outplayed by an impressive Welsh side in Rome last time out. Now the Italians travel to Edinburgh hoping to claim their first away win in the Six Nations. ""Scotland played extremely well against France in Paris but not so well when Ireland came to Edinburgh,"" said Bortolami. ""We are still very disappointed with our last game against Wales in Rome and we are thoroughly determined to right the wrongs. ""As a nation, our quest is to be respected as a team worthy of a place in this tournament and we can only do this by winning games.""
"	sport
O'Connell rejects Lions rumours	"Ireland and Munster lock Paul O'Connell has dismissed media reports linking him to the captaincy of the Lions tour to New Zealand this summer.

O'Connell is rumoured to be among the front-runners for the job, but says he is totally focused on Sunday's Six Nations crunch clash with England. ""I honestly don't think about these reports,"" he told BBC Sport. ""The Lions thing is all speculation and newspaper talk, nothing more. I just ignore it and get on with my job."" He added: ""The only thing that annoys me after reading some reports is what the opposition locks think. ""I can just imagine them saying 'I'm going to show this guy what's what about second row play'. That's the one thing that makes me cringe."" O'Connell, who made a try-scoring international debut against Wales two years ago, is enjoying his meteoric rise into rugby's shop window - but refuses to be drawn on the Lions.

""I have spoken to Sir Clive Woodward a few times, but not for very long, certainly nothing about summer holidays,"" he joked. He also said he remains wary of wounded England's abilities coming into Sunday's game after two straight defeats, dismissing predictions of a certain Irish victory. ""It's very dangerous to think that. This England team has so much experience and skill. You do not become a bad team overnight. ""They have two world class game-breakers in Josh Lewsey and Jason Robinson, while Charlie Hodgson is just ready to click into place."" He insisted Ireland will not make the mistake of being over-confident. ""That's not going to happen in our squad. No Ireland team lining up to play England will ever fall into that trap,"" he said. ""Every time we play England we know what a big task it is. Look at what they did to us two years ago. I remember that game all too well, and it was not a good feeling. ""I came on as a replacement and we were losing 13-6, and ended up getting hammered 42-6, so I know what can happen when England come to Dublin. ""They could so easily have been coming to Dublin with two wins and staring a Grand Slam in the face as well.""
"	sport
Taylor poised for Scotland return	"Simon Taylor has been named in the Scotland squad for Saturday's Six Nations clash with Italy.

The 25-year-old number eight made a scoring return for Edinburgh at the weekend - his first game in a year for the capital side. Taylor suffered knee ligament damage playing against Ireland in Dublin in the 2004 Six Nations championship. ""Simon is one of Scotland's truly world class players so it is a huge bonus,"" said team-mate Chris Paterson. ""He brings a whole new dimension to us, especially in defence and his ability to slow the opposition ball down could be key against Italy if he is involved."" Taylor has turned out for English side Saracens in recent weeks during a short-term loan to improve his fitness.

Edinburgh were not in action during the first two weeks of this season's Six Nations. So Taylor played the last 20 minutes of Saracens' win over Northampton and then 40 minutes in a friendly against South African Super 12 side The Cats. Scotland coach Matt Williams is due to name his match-day 22 on Thursday. Both Scotland and Italy have lost their opening two Six Nations games and, just like last season's encounter which Italy won, this weekend's game could turn out to be a battle to avoid the wooden spoon.

- M Blair (Edinburgh), A Craig (Glasgow), C Cusiter (Borders), S Danielli (Borders), M Di Rollo (Edinburgh), A Henderson (Glasgow), B Hinshelwood (Worcester), R Lamont (Glasgow), S Lamont (Glasgow), D Parks (Glasgow), C Paterson (Edinburgh), G Ross (Leeds), H Southwell (Edinburgh), S Webster (Edinburgh)

- R Beattie (Northampton), G Bulloch (Glasgow, capt), B Douglas (Borders), J Dunbar (Leeds), I Fullarton (Saracens), S Grimes (Newcastle), N Hines (Edinburgh), A Hogg (Edinburgh), G Kerr (Leeds), N Lloyd (Saracens), S Murray (Edinburgh), J Petrie (Glasgow), R Russell (London Irish), C Smith (Edinburgh), T Smith (Northampton), S Taylor (Edinburgh), J White (Sale).
"	sport
Vickery upbeat about arm injury	"England prop Phil Vickery is staying positive despite a broken arm ruling him out of the RBS Six Nations.

The 28-year-old fractured the radius in his right forearm during Gloucester's 17-16 win over Bath on Saturday. He will undergo an operation on Monday and is expected to be out for at least six weeks. He said: ""This isn't an injury that will stop me from working hard on the fitness elements and being around the lads."" He added: ""I've got the operation this afternoon and I could be back doing fitness work after a week."" ""As frustrating as it is, I've got to be positive.""

After the game, Vickery spoke with Bath prop David Barnes, who also broke his arm recently. ""I had a chat with David Barnes and it looks like a similar injury to him,"" he said. ""He said he had the operation and he was back running after a week. ""There's no doubt that I'm going to get involved and be around this place as soon as I can after the operation."" Gloucester director of rugby Nigel Melville said: ""Phil has broken his radius, which is the large bone in his forearm. ""I don't really know how it happened, but Phil will definitely be out of action for at least six weeks. ""I feel very sorry for him, as he has been in great shape. He really needed 80 minutes of rugby this weekend, and then this happened. Mentally, it must be very hard for him.""
"	sport
Dominici backs lacklustre France	"Wing Christophe Dominici says France can claim another Six Nations Grand Slam despite two lacklustre wins so far against Scotland and England.

The champions only just saw off the Scots in Paris, then needed England to self-destruct in last week's 18-17 win. ""The English played better than us but lost, whereas we are still in the race for the Grand Slam,"" said Dominici. ""We know our display was not perfect, but we can still win the Grand Slam, along with Ireland and Wales."" France , Ireland and Wales all remain unbeaten after two rounds of this year's RBS Six Nations, with the two Celtic nations playing by far the more impressive rugby.

France take on Wales at the Stade de France on 26 February and Ireland in Dublin on 12 March. But although France have yet to click, Dominici says that they can still win the hard way as long as scrum-half Dimitri Yachvili continues in his goalkicking form. ""If we have an efficient kicker on whom we can rely on, a solid defence and a team who play for their lives, we can achieve something,"" Dominici added. ""I said at the start of the competition that the winners would be clearer from the third matches, and that's exactly what is going to happen."" France coach Bernard Laporte will announce his starting line-up next Tuesday for the match against Wales.

Wing Jimmy Marlu is definitely out with the knee injury sustained at Twickenham, which is likely to sideline him for the rest of the tournament. Inspirational flanker Serge Betsen is a doubt with a thigh injury, but number eight Imanol Harinordoquy has shaken off his shoulder injury. In the backs, centre Yannick Jauzion and winger Aurelien Rougerie are all back in contention after injury, while Brive back Julien Laharrague has received his first call-up as a replacement for Pepito Elhorga.
"	sport
Llewellyn plans Wales retirement	"Wales record cap holder Gareth Llewellyn will retire from Test rugby at the end of the Six Nations.

The veteran lock, who is 36 at the end of February, told BBC Wales Scrum V that it is time for him to bring down the curtain on his 92-cap Wales career. Llewellyn is on a one-season deal with French club side Narbonne, but said he may consider retiring from all rugby. ""I don't know what I'll do next year, whether to carry on playing or make a change in my career,"" Llewellyn said. ""Narbonne are really keen for me to stay on for next year, so I've got to decide whether to stay on there or maybe go somewhere else, but ultimitely coaching is where I'd like to end up. ""I've done all the coaching awards and everything you can do in that respect, so it's just hopefully getting a chance somewhere."" Fellow locks Robert Sidoli and Brent Cockbain, who both scored tries in Saturday's Six Nations win in Italy, are Wales coach Mike Ruddock's preferred starters in the second row.

With the resurgence of the Dragons' Ian Gough and the adaptibility of lock-cum-flanker Jon Thomas on the bench, Llewellyn has not yet made a match-day squad this Six Nations campaign. But the former Neath and Ospreys player is still targetting one last outing in the red shirt. ""If I do get on the field then brilliant, although the boys are doing really well and I'm very pleased for them,"" Llewellyn added. ""We've had some really tough years in Wales and the players have been through a hell of a lot. ""Sometimes the easiest thing would have been to throw the towel in and walk away, but a few of us dug in there and it's really nice to see some of the boys getting the rewards now. ""I was going to retire at the end of the last Six Nations, I'd even told some of the boys in the squad about it. ""But Mike (Ruddock) asked me to carry on for another season, which I've done, still part of the squad, still trying to help them out as much as I can."" Llewellyn made his Wales debut in 1989 against New Zealand as a 20-year-old, having caught the selectors' eyes in the All Blacks' tour match against Neath. The 6ft 6in player has not looked back since, going on to break Neil Jenkins' Wales cap record on 12 June 2004 in the 50-44 loss in Argentina.

""There's been lots of highs - winning the Six Nations in '94, beating England in '93, I've been on some great tours and seen some fantastic countries,"" Llewellyn said. ""But I think the best thing of all for me was the time I spent with the players, I've met some great guys in rugby and made some great friends. ""It'll be a bit strange on international days having to find somewhere to watch Wales play, but at least I might have time to get my golf handicap down!"" Llewellyn captained Neath for seven seasons, while being an integral part of the Neath-Swansea Ospreys regional side's first season. But with the Ospreys building for the future, Llewellyn was eventually forced to look to France for employment - digging in his heels during contract negotiations to insist he must be allowed to play for Wales.
"	sport
England 17-18 France	"England suffered an eighth defeat in 11 Tests as scrum-half Dimitri Yachvili booted France to victory at Twickenham.

Two converted tries from Olly Barkley and Josh Lewsey helped the world champions to a 17-6 half-time lead. But Charlie Hodgson and Barkley missed six penalties between them, while Yachvili landed six for France to put the visitors in front. England could have won the game with three minutes left, but Hodgson pushed an easy drop goal opportunity wide. It was a dismal defeat for England, coming hard on the heels of an opening Six Nations loss in Wales. They should have put the game well beyond France's reach, but remarkably remained scoreless for the entire second half. A scrappy opening quarter saw both sides betray the lack of confidence engendered by poor opening displays against Wales and Scotland respectively. Hodgson had an early opportunity to settle English nerves but pushed a straightforward penalty attempt wide. But a probing kick from France centre Damien Traille saw Mark Cueto penalised for holding on to the ball in the tackle, Yachvili giving France the lead with a kick from wide out.

France twice turned over England ball at the breakdown early on as the home side struggled to generate forward momentum, one Ben Kay charge apart. A spell of tit-for-tat kicking emphasised the caution on both sides, until England refused a possible three points to kick a penalty to the corner, only to botch the subsequent line-out. But England made the breakthrough after 19 minutes, when a faltering move off the back of a scrum led to the opening try. Jamie Noon took a short pass from Barkley and ran a good angle to plough through Yann Delaigue's flimsy tackle before sending his centre partner through to score at the posts.

Hodgson converted and added a penalty after one of several French infringements on the floor for a 10-3 lead. The fly-half failed to dispense punishment though with a scuffed attempt after France full-back Pepito Elhorga, scragged by Lewsey, threw the ball into touch. Barkley also missed two longer-range efforts as the first half drew to a close, but by then England had scored a second converted try. After a series of phases lock Danny Grewcock ran hard at the French defence and off-loaded out of Sylvain Marconnet's tackle to Lewsey. The industrious wing cut back in on an angle and handed off hooker Sebastien Bruno to sprint over. After a dire opening to the second half, France threw on three forward replacements in an attempt to rectify the situation, wing Jimmy Marlu having already departed injured. Yachvili nibbled away at the lead with a third penalty after 51 minutes.

And when Lewis Moody was twice penalised - for handling in a ruck and then straying offside - the scrum-half's unerring left boot cut the deficit to two points. Barkley then missed his third long-range effort to increase the tension. And after seeing another attempt drop just short, Yachvili put France ahead with his sixth penalty with 11 minutes left.

England sent on Ben Cohen and Matt Dawson, and after Barkley's kick saw Christophe Dominici take the ball over his own line, the stage was set for a victory platform. But even after a poor scrummage, Hodgson had the chance to seal victory but pushed his drop-goal attempt wide. England threw everything at the French in the final frantic moments, but the visitors held on for their first win at Twickenham since 1997.

J Robinson (capt); M Cueto, J Noon, O Barkley, J Lewsey; C Hodgson, H Ellis; G Rowntree, S Thompson, P Vickery; D Grewcock, B Kay; J Worsley, L Moody, M Corry.

A Titterrell, A Sheridan, S Borthwick, A Hazell, M Dawson, H Paul, B Cohen.

P Elhorga; C Dominici, B Liebenberg, D Traille, J Marlu; Y Delaigue, D Yachvili; S Marconnet, S Bruno, N Mas; F Pelous (capt), J Thion, S Betsen, J Bonnaire, S Chabal.

W Servat, J Milloud, G Lamboley, Y Nyanga, P Mignoni, F Michalak, J-P Grandclaude.

Paddy O'Brien (New Zealand)
"	sport
Wilkinson to miss Ireland match	"England will have to take on Ireland in the Six Nations without captain and goal-kicker Jonny Wilkinson, according to his Newcastle boss Rob Andrew.

Wilkinson - who had targeted the 27 February match for his international comeback - has been missed by England, not least for his goal-kicking. ""Jonny's not fit yet,"" Falcons chief Andrew told BBC Radio Five Live. ""He won't be fit for Dublin, there's no doubt about that, but he might be fit for Scotland and Italy."" The 25-year-old has not played for England since the 2003 World Cup final after a succession of injuries. England, who have lost three Six Nations games in a row, wasted a 17-6 half-time lead in their 18-17 defeat to France. Goal-kickers Charlie Hodgson and Olly Barkley missed six penalty attempts and a drop-goal between them. ""They've probably got two of the best English kickers in the Premiership in Hodgson and Barkley,"" added Andrew, a former England fly-half and goal-kicker.

""They're both pretty good kickers. Charlie is a good kicker week-in, week-out. ""But it's all about pressure and unfortunately England are just not handling the pressure at the moment."" Andrew also blamed England's poor run of recent results on a lack of leadership in the side following several high-profile retirements and injuries. ""They just didn't have that leadership that would have seen them through. Martin Johnson, Lawrence Dallaglio and Jonny are obviously huge losses and leadership is so important in those situations,"" he said. ""I think it is really difficult for Jason Robinson to lead the side effectively from full-back."" Meanwhile, former England full-back Dusty Hare put England's mistakes down to a lack of mental toughness.

""Jonny Wilkinson has proved himself a cool customer with around an 80% kicking success rate,"" Hare told BBC Radio Five Live. ""But natural-born toughness comes into it as well as all the practice you do. ""You have to be able to shut out all the outside elements and concentrate on putting the ball between the posts."" Hodgson, who has an excellent kicking record with club side Sale Sharks, has introduced crowd noise into his practice routine of late. ""The top golfers don't hit the fairway every time, and it is the same with goal-kicking,"" Hare added. ""You need that mental toughness as well to put the ball over, but great goal-kickers like Jonny Wilkinson come along very rarely.""
"	sport
Italy 8-38 Wales	"Wales secured their first away win in the RBS Six Nations for nearly four years with a six-try victory in Rome.

Tries from Jonathan Thomas, Tom Shanklin and Martyn Williams gave the visitors a 19-5 half-time advantage. Luciano Orquera did reply with one for Italy but second-half efforts from Brent Cockbain, Shane Williams and Robert Sidoli sealed victory. Fly-half Stephen Jones added four conversions as Wales maintained their superb start to this year's tournament. Starting full of confidence after their victory over England, the visitors scored the opening try after just four minutes. Diminutive wing Shane Williams fielded a kick ahead and danced past the onrushing Andrea Masi and Aaron Persico into the Italian half. His pass to Tom Shanklin appeared forward but when the centre was held up short, the ball was switched left and Michael Owen's long cut-out pass gave the lurking Thomas an easy run-in.

Stephen Jones, who retained the kicking duties despite Gavin Henson's heroics against England, slotted an excellent conversion from wide out. Wales twice threatened further scores but failed to find the crucial pass, and Italy hit back out of the blue in the 11th minute.

Henson, sporting gold boots rather than the silver variety that did for England, beat two players with ease out on the left touchline. But his attempted chip ahead was charged down by Orquera, who snaffled the loose ball and hared away from halfway to score in the right corner. With the Welsh line-out stuttering and Italy twice turning the visitors' scrum, the home side's forward power brought them back into it. But a clever high kick from Henson almost brought a try for Hal Luscombe when Roland de Marigny and Ludovico Nitoglia made a hash of claiming it as the ball bounced into touch.

Wales regained control with a second try in the 21st minute, Henson lobbing up a high kick to the left corner where Shanklin jumped higher than Nitoglia to dot down his 15th Test try. Jones was unable to convert and De Marigny then hit the upright with a penalty attempt for Italy. Henson was also narrowly short with a long-range effort at goal, but Wales ended the half with a vital third score to give themselves some breathing space.

Henson sent Luscombe streaking away and when he off-loaded to Martyn Williams, the flanker showed his nous to ground the ball against the padding of the post, Jones adding the conversion. Italy, who lost flanker Mauro Bergamasco with a head knock before half-time, built up a head of steam on the resumption. De Marigny landed a penalty to make it 19-8 and a Nitoglia break through the middle threatened a try only for the move to break down with a knock-on. But Wales put the outcome beyond doubt with two superb tries in four minutes before the hour. Their fourth after 53 minutes was sparked by another mazy run from Shane Williams, who beat several players with ease, and finished with a powerful angled run from lock Cockbain. Before Italy could recover from that blow, a strong surge from Gareth Thomas and great off-loads from Martyn Williams and replacement Kevin Morgan saw Shane Williams scamper over.

With Jones converting both for a 33-8 lead, Wales had the luxury of sending on five more replacements for the final quarter. The icing on the cake came with a sixth try after more superb support work, Shane Williams and Ceri Sweeney combining to send Sidoli over in the left corner. The only downside for Wales was a hamstring injury suffered by Luscombe. But after back-to-back wins at the start of the tournament for the first time in 11 years, they will travel to Paris in a fortnight looking like genuine contenders.

R de Marigny; Mirco Bergamasco, W Pozzebon, A Masi, L Nitoglia; L Orquera, A Troncon; A Lo Cicero, F Ongaro, M Castrogiovanni, S Dellape, M Bortolami (capt), A Persico, Mauro Bergamasco, S Parisse.

G Intoppa, S Perugini, CA del Fava, D dal Maso, P Griffen, M Barbini, KP Robertson.

G Thomas (capt); H Luscombe, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; J Thomas, M Williams, M Owen.

R McBryde, J Yapp, I Gough, R Sowden-Taylor, G Cooper, C Sweeney, K Morgan.

Andrew Cole (Australia).
"	sport
D'Arcy injury adds to Ireland woe	"Gordon D'Arcy has been ruled out of the Ireland team for Saturday's Six Nations clash against Scotland in Murrayfield.

Like skipper Brian O'Driscoll, D'Arcy failed to recover from a hamstring injury. The side will now be led by Munster lock Paul O'Connell. Shane Horgan switches from wing to centre where he will be joined by Ulster's Kevin Maggs. Girvan Dempsey comes into the team to take the right wing spot while Gavin Duffy is called up to the replacements. ''We gave Gordon a chance but it didn't work out,'' said Ireland coach Eddie O'Sullivan. ''In terms of the risk element, it was a sensible precaution. He should be fine for the next game but we do not want to tempt fate.''

Maggs, who will win his 67th cap, was the obvious replacement at centre while Shane Horgan was always likely to be moved from the wing. The only other change to the Ireland side from last weekend's win in Rome sees Wasps flanker Johnny O'Connor replacing Denis Leamy. O'Connor will be winning his third cap after making his debut in the victory over South Africa last November.

: Murphy, Dempsey, Horgan, Maggs, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, capt, S Easterby, O'Connor, Foley.

: Sheahan, Horan, O'Callaghan, Miller, G Easterby, Humphreys, Duffy.
"	sport
O'Driscoll out of Scotland game	"Ireland captain Brian O'Driscoll has been ruled out of Saturday's RBS Six Nations clash against Scotland.

O'Driscoll was originally named in the starting line-up but has failed to recover from the hamstring injury he picked up in the win over Italy. His replacement will be named after training on Friday morning. Fellow centre Gordon D'Arcy is also struggling with a hamstring injury and he will undergo a fitness test on Friday to see if he can play.

Kevin Maggs would be an obvious replacement at centre while Shane Horgan could also be moved from wing. Ulster wing Tommy Bowe could also be asked to travel with the squad to Scotland as a precautionary measure. The only other change to the Ireland side sees Wasps flanker Johnny O'Connor replacing Denis Leamy. O'Connor will be winning his third cap after making his debut in the victory over South Africa last November.

: Murphy, Horgan, TBC, D'Arcy, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, S Easterby, O'Connor, Foley.

: Sheahan, Horan, O'Callaghan, Miller, G Easterby, Humphreys, Dempsey.
"	sport
Tindall aiming to earn Lions spot	"Bath and England centre Mike Tindall believes he can make this summer's Lions tour, despite missing most of the season through injury.

The World Cup winner has been out of action since December, having damaged both his shoulder and his foot. But Tindall, who recently signed for Bath's west-country rivals Gloucester, told Rugby Special he would be fit in time for the tour to New Zealand. ""I'm aiming to be fit by 18 April and hope I can play from then,"" he said. ""I've spoken to Sir Clive Woodward and he understands the situation, so I just hope that I can get on the tour."" The 26-year-old will face stiff competition for those centre places from Brian O'Driscoll, Gordon D'Arcy and Gavin Henson, and is aware that competition is intense.

But after missing out on the 2001 tour to Australia with a knee injury, Tindall says he will be happy just to have an opportunity to wear the red shirt. ""I'm quite laid back about it to be honest - it's quite hard for me to expect to be pushing for a Test spot,"" he said. ""But after what's happened this season at least Clive knows I'll be 100% fresh!""

- For the full interview with Mike Tindall tune into this Sunday's Rugby Special, 2340 on BBC Two
"	sport
O'Connor aims to grab opportunity	"Johnny O'Connor is determined to make a big impression when he makes his RBS Six Nations debut for Ireland against Scotland on Saturday.

The Wasps flanker replaces Denis Leamy but O'Connor knows that the Munster man will be pushing hard for a recall for the following game against England. ""It's a 'horses for courses' selection really,"" said O'Connor. ""There's a lot of competition here and I can't just drag my heels around if I don't get picked."" It looks a definite head-to-head battle between himself and 23-year-old Leamy - three stone heavier than O'Connor - for the number seven role against the world champions. Nonetheless, all O'Connor is currently concerned about is making an impression while winning his third cap.

""Missing the Italian game was disappointing certainly, but you can't dwell on these things - it's part and parcel of rugby. ""Denis has been playing really well and deserved his opportunity. ""It's a good situation to be in if there are good players around you, pushing for a place in the side."" O'Connor, who celebrated his 25th birthday on Wednesday, was touted by Wasps director of rugby Warren Gatland as a possible 2005 Lions Test openside as far back as last September. And his reputation as a breakdown scavenger and heavy hitter has seen him come to the forefront of O'Sullivan's mind for the Scottish tussle. O'Connor added: ""It will be interesting to see how situations on the deck is reffed, with the new laws having come in.

""Obviously the breakdown a big part of what I do on the pitch so I'm hoping to hold some influence there against what is a very solid Scottish pack."" O'Connor will be winning his third cap after making his debut in the victory over South Africa last November.
"	sport
Henman overcomes rival Rusedski	"Tim Henman saved a match point before fighting back to defeat British rival Greg Rusedski 4-6 7-6 (8-6) 6-4 at the Dubai Tennis Championships on Tuesday.

World number 46 Rusedski broke in the ninth game to take a tight opening set. Rusedski had match point at 6-5 in the second set tie-break after Henman double-faulted, but missed his chance and Henman rallied to clinch the set. The British number one then showed his superior strength to take the decider and earn his sixth win over Rusedski. Serve was held by both players with few alarms until the seventh game of the final set, when Rusedski's wild volley gave Henman a vital break. A furious Rusedski slammed his racket onto the ground in disgust and was warned by the umpire.

Henman, seeded three, then held his serve comfortably thanks to four serve-and-volley winners to take a clear 5-3 lead. Rusedski won his service game but Henman took the first of his three match points with a service winner to secure his place in the second round at Dubai for the first time in three years. It was the first match between the pair for three years - Henman last lost to Rusedski six years ago - and lasted two hours and 40 minutes. The pair are now likely to only face each other on court as rivals - rather than as team-mates - after Henman decided to retire from Davis Cup tennis leaving Rusedski to lead the team out against Israel on 4-6 March. Henman, who now faces Russian Igor Andreev in the last 16, admitted afterwards it was difficult coming up against his compatriot on a fast surface. ""You just take it point by point when you're fighting to stay in the match,"" he said. ""I had to keep playing aggressively and competing to get a chance. ""I now have to recover in time for the next match because the body doesn't recover as quick as it used to, especially after two hours and 40 minutes.""
"	sport
Safin slumps to shock Dubai loss	"Marat Safin suffered a shock loss to unseeded Nicolas Kiefer in round one of the Dubai Tennis Championships.

Playing his first match since winning the Australian Open, Safin showed some good touches but was beaten 7-6 (7-2) 6-4 by the in-form Kiefer. The German got on top in the first-set tie-break, striking a sweet forehand to win the first point against serve. And he maintained the momentum early in the second set, breaking the Russian with the help of an inspired volley. Spain's Feliciano Lopez lined up a second round clash with Andre Agassi by beating Thailand's Paradorn Srichaphan. Lopez, who lost in three sets to Roger Federer in last year's final, won 6-2 3-6 6-3. Former champion Fabrice Santoro of France was beaten 6-3 6-0 by sixth seeded Russian Nikolay Davydenko. There were also wins for two other Russians, Igor Andreev and seventh seed Mikhail Youzhny.
"	sport
Ferrero eyes return to top form	"Former world number one Juan Carlos Ferrero insists he can get back to his best despite a tough start to 2005.

The 2003 French Open champion has slipped to 64 in the world after a year of illness and injuries in 2004, but is confident that his form will return. ""I don't know when it is going to happen,"" Ferrero told BBC Sport. ""But I have a lot of confidence in me that I will be the same Juan Carlos as I was before, and very soon. I feel 100% again mentally."" The 25-year-old Spaniard joins a top field for the ABN AMRO World Tennis Tournament in Rotterdam this week as he looks to add to just two wins in 2005. He opens against Rainer Schuettler and potentially faces fourth seed David Nalbandian in the second round. ""Because I'm no longer seeded it's tougher,"" Ferrero admitted. ""I had to play against Joachim Johansson in the first round last week in Marseille.

""In the past when I was a top seed I would have played a match like that in the quarters or semi-finals. ""This is the big difference but I have to do it to get higher in the rankings."" Despite this, Ferrero insists he is feeling positive after chicken pox and a rib injury destroyed last season. ""Physically I am 100% since December of last year,"" said Ferrero. ""I was working very hard before the Davis Cup final to prepare and I've felt 100% from then until now. ""The difficult moments were when I knew that I had the chicken pox and that it would take two or three months to recover. ""I had to start from zero again physically because the virus left me at zero per cent. ""When I started to come back I had my rib broken when I fell on court and that was another two months out. Those five months were pretty difficult for me.""

Among the low points of a difficult year for Ferrero was the decision of Spain captain Jordi Arrese to drop him for the Davis Cup final against the USA. ""It was difficult because I had been playing well for the whole year and the coaches told me that I would play,"" said Ferrero. ""But then I had some problems with my hand two days before the Friday matches so they decided to choose Nadal instead. ""It was difficult for me not to be in the Friday matches but I had to understand. ""Inside me I wanted to play but this was the decision of the captain and they had to make it.""
"	sport
Roddick into San Jose final	"Andy Roddick will play Cyril Saulnier in the final of the SAP Open in San Jose on Sunday.

The American top seed and defending champion overcame Germany's Tommy Haas, the third seed, 7-6 (7-3) 6-3. And Saulnier survived an injury scare in his semi-final with seventh-seeded Austrian Jurgen Melzer. The Frenchman twisted his ankle early in the second set but overcame Melzer, who was left fuming over a series of line calls, 6-7 (3-7) 6-3 6-3. ""I was feeling horrible earlier in the week,"" Roddick said. ""I thought tonight was another step in the right direction. ""On my returns, I was standing in more and I'm getting a little more depth, even if I don't hit a perfect return.""

Roddick won the last four points of the first-set tie-break before being broken at the start of the second set. But he broke straight back and then broke Haas again to lead 4-2. ""It's extremely frustrating when you have chances against a top-five player and don't do anything with them,"" admitted Haas. ""I rushed a few backhands and he took advantage."" Saulnier will move into the world's top 50 for the first time after his passage through to the final. ""It's taken a lot of work and a lot of fighting in my mind,"" he revealed. ""Sometimes I didn't believe I could get to a final and now I am here. I've stayed mentally strong. ""I'm on the way. I'll keep fighting and work a lot and I'll be up there.""
"	sport
Federer claims Dubai crown	"World number one Roger Federer added the Dubai Championship trophy to his long list of successes - but not before he was given a test by Ivan Ljubicic.

Top seed Federer looked to be on course for a easy victory when he thumped the eighth seed 6-1 in the first set. But Ljubicic, who beat Tim Henman in the last eight, dug deep to secure the second set after a tense tiebreak. Swiss star Federer was not about to lose his cool, though, turning on the style to win the deciding set 6-3. The match was a re-run of last week's final at the World Indoor Tournament in Rotterdam, where Federer triumphed, but not until Ljubicic had stretched him for five sets. ""I really wanted to get off to a good start this time, and I did, and I could really play with confidence while he still looking for his rhythm,"" Federer said.

""That took me all the way through to 6-1 3-1 0-30 on his serve and I almost ran away with it. But he came back, and that was a good effort on his side."" Ljubicic was at a loss to explain his poor showing in the first set. ""I didn't start badly, but then suddenly I felt like my racket was loose and the balls were flying a little bit too much. And with Roger, if you relax for a second it just goes very quick,"" he said. ""After those first three games it was no match at all. I don't know, it was really weird. I was playing really well the whole year, and then suddenly I found myself in trouble just to put the ball in the court."" But despite his defeat, the world number 14 was pleased with his overall performance. ""I had a chance in the third, and for me it's really positive to twice in two weeks have a chance against Roger to win the match. ""It's an absolutely great boost to my confidence that I'm up there and belong with top-class players.""
"	sport
Young debut cut short by Ginepri	"Fifteen-year-old Donald Young's first appearance in an ATP tennis tournament proved brief as the teenager went out in round one of the San Jose Open.

Young shot to the top of the junior world rankings when he won the boys' singles at January's Australian Open. But the wildcard entry was dispatched by fellow American Robby Ginepri in straight sets, 6-2 6-2, in California. Despite that he was happy with his Tour debut. ""It was fun. I had my chances, but they didn't come through,"" he said. Young, who beat two players ranked in the top 200 when he was just 14, was only 2-1 down in the first set before losing 10 of the next 13 games. And Ginepri - six years older than the youngest player to ever win a junior slam and top the global standings - admitted he was impressed.

""He's very talented,"" said Ginepri. ""He's got a long future ahead of him. ""Being left-handed, he was very quick around the court. ""His serve is a little deceptive. He came into the net and volleyed better than I thought."" Earlier, South Korean Hyung-Taik Lee defeated American Jan-Michael Gambill 6-3 7-6 (7-4). American Kevin Kim defeated Jan Hernych of the Czech Republic 7-5 6-3, Canadian qualifier Frank Dancevic downed American Jeff Morrison 4-6 7-6 (7-3) 6-0, and Denmark's Kenneth Carlsen beat Irakli Labadze of the Republic of Georgia 6-7 (4-7) 6-2 6-3. Top seed Andy Roddick launches his defence of the title on Wednesday against qualifier Paul Goldstein. Second seed Andre Agassi opens his campaign on Tuesday against wildcard Bobby Reynolds, last year's US collegiate champion. Agassi has won the San Jose five times, but his run of three straight titles ended last year when he fell to Mardy Fish in the semi-finals. Fish went on to lose to Roddick in the final.
"	sport
